rawQuestion,rawAnswer
"למה עוזרת מערכת המלצה?
 
1.   מנפיקה אפשרויות ייעול לתפקוד האישי
 
2.   מסייעת לארגון יעיל של אתר האינטרנט שלך לנטר ביקוש של מוצרים
 
3.   ממליצה למחשב מתי הוא צריך לנוח ואיזה תוכנות מכבידות מאוד עליו
 
4.   מסייעת במתן הצעות למוצרים או תוכן שעשויים להיות מעניינים עבור המשתמש
 
 .",4
"מה ההבדל העיקרי בין מודל מפל המים לבין מודל ה AGILE?
 
1.   AGILE דורש דרישות ידועות מראש, לעומת מפל המים שיכול לשנות החלטות
 
2.   זמן בניית הפרויקט ארוך הרבה יותר במודל ה AGILE
 
3.   מחיר מודל מפל המים גדול ממחיר מודל ה AGILE
 
4.   מודל ה AGILE גמיש בהרבה ממפל המים, שכמעט לא ניתן לשינוי *
 
 .",4
"למה ארגונים שומרים מידע?
 
1.    כיוון שעלויות האחסון נמוכות מאוד
  
2.    כדי לאפשר קבלת החלטות טובות יותר
  
3.    כדי לתעד היסטוריה
  
4.    כי ארגונים לא אוהבים למחוק מידע
  
 .",2
"שגיא וערן התווכחו האם 20 בסיסי הנתונים בחברה של ערן הם מחסן או מחסנון (ערן טען שהם מחסנון). מי מהם צודק?
 
1.   תמיד 20 בסיסי נתונים הם מחסן ולכן ערן צודק
 
2.   שגיא טועה כי הוא מסתכל רק על כמות המחסנים
 
3.   אף אחד מהם לא לגמרי צודק, כיוון שהגדרה של מחסן או מחסנון- היא פרופורציונלית
 
4.   שגיא צודק כי בסיס הנתונים של ערן מבולגן ולכן הוא מחסן
 
 .",3
"איזה מהמשפטים הבאים מתאר מידע תפעולי בצורה הטובה ביותר:
 
1. מידע תפעולי יכול להיות ברמת אמינות נמוכה ועוסק בהווה או בעבר הקרו
 
2. מידע תפעולי מתבסס בעיקרו על נתונים חיצוניים ורמת אמינותו נמוכה.
 
3. מידע תפעולי מתבסס בעיקרו על נתונים פנימיים ומופק בתדירות גבוהה.
 
4. תהליך ייצורו של מידע תפעולי גמיש והוא משלב הערכות ותחזיות.
 
 .",3
"מה מהבאות אינה תכונה של מחשב שמן?
 
1. כוח עיבוד רב
  
2. יכולות גרפיות גבוהות
  
3. זיכרון עבודה גדול 
4. התקנת תוכנות רזות בלבד
  
 .",4
"באיזו דרך מתקשרים בסיס נתונים ותוכנה?
 
1. עברית
 
2.   מורס
 
3.   בפרוטוקל תקשורת
 
4.   לטינית
 
 .",3
"בפיתוח מערכת מידע בארגון - באיזה שלב נבצע הדרכה למשתמשים?
 
1.   שלב היישום והטמעה
 
2.   שלב העיצוב
 
3.   שלב התכנון
 
4.   שלב התחזוקה
 
 .",1
"תומר פרץ לאתר בוגדים בוגדות ורצה לחשוף את פניהם של האנשים חסרי הנאמנות, תומר ביצע נזק:
 
1. פיזי
 
2.   נזק מגורם אנושי פנימי
 
3.   נזק תקלה תכנית מתפעול המערכת
 
4.   נזק מגורם אנושי חיצוני
 
 .",4
"ההבדל העיקרי בין ROM ל- RAM הוא:
 
1. ROM נמצא בממירי טלויזיה
 
2. ל- ROM יש נפח גדול יותר
 
3. ROM הוא זכרון בלתי נדיף
 
4. ROM זו טכנולוגיה ישנה שלא נמצאת בשימוש
 
 .",3
"איזה מהבאים הוא תכונה של מחשב ""שמן""
 
1.   תמיד מגיע בצבע מסוים
 
2.   זכרון וכוח עיבוד גדול *
 
3.   ניתן להתקין עליו רק תוכנות מסוג מסוים
 
4.   חומרתו חייבת להיות מסוג מאוד מסוים
 
 .",2
"חיים מנהל חברה גדולה. יום אחד נפגעה קשות חברתו, בעקבות נזק שקרה במערכות המידע. מה ייתכן שגרם לנזק במערכות המידע בחברתו של חיים?
 
1. כל התשובות נכונות
 
2.   נשרפו המשרדים, נגרם נזק פיזי
 
3.   אחד מעובדיו לחץ בטעות על קישור מזיק
 
4.   אחד מעובדיו גנב מידע
 
 .",1
"מה מהבאים הינו כלי ליצירת בקרת גישה?
 
1.   כרטיס מגנטי
 
2.   זיהוי קולי
 
3.   טביעת אצבע
 
4.   כל התשובות נכונות
 
 .",4
"בעלים של חברה בודק את תחום הארכיטקטורה, עזרו לו להבין אילו מגמות משפיעות על ארכיטקטורות?
 
1.    כל התשובות נכונות
  
2. עליה באמינות הטכנולוגיה
  
3. העובדה ששימוש בטכנולוגיות מתקדמות נהיה פשוט יותר עם הזמן
  
4. הוזלה של כל רכיבי החומרה 
 .",1
"איזה מבין הבאים מתעד את בצורה מדויקת את פעילותנו באינטרנט (תיעוד של כל פעולות העכבר)?
 
1.   (Transaction log (click stream
 
2.   Cycle Jam (specific)
 
3.   Bentch Consistent Hospale (dialog ditrict)
 
4.   Object Orianted
 
 .",1
"מהו המודל של פיתוח התוכנה הנפוץ והפופולרי ביותר כיום?
 
1. Firewall
 
2. RAD
 
3. מודל הספירלה
 
4. Agile
 
 .",4
"תוכנת Waze היא בין השאר TPS (Transaction Processing System). איזה מידע תפעולי היא אוספת:
 
1.  דיווחי המשתמש בדרך (דיווח על עומסים, תאונות, ועוד)
 
2.  מיקום המשתמש בכל X שניות
 
3.  כל התשובות נכונות
 
4.  היסטורית חיפושים של המשתמש
 
 .",3
"איזה מהמשפטים הבאים נכון?
 
1. נעדיף לתכנת תוכנה שמנה ככל שניתן על מנת שכמה שיותר משתמשים יוכלו להשתמש בה.
 
2. ניתן להריץ תוכנה שמנה על מחשב רזה.
 
3. ניתן להגיד כי אתר אינטרנט הוא לקוח שמן.
 
4. ניתן להריץ תוכנה רזה על מחשב שמן.
 
 .",4
"מהו ההיגד הנכון ביותר:
 
1. מחשב רזה יעבד בקלות תוכנה שמנה
  
2. בפיתוח תוכנה אעדיף לפתח תוכנה שמנה על מנת שקהל יעד רחב יותר יוכל להשתמש בה
  
3. תוכנה רזה תעבוד בקלות על מחשב שמן
  
4. WORD הינה תוכנה אשר מהווה דוגמא ללקוח רזה לעומת תוכנת דפדפן שהינה דוגמא ללקוח שמן
  
 .",3
"יוסי מנהל החברה עוקב אחר עובדיו בעזרת המודל הרלציוני, אשר המפתח הראשי בו הוא השם הפרטי ושם המשפחה של העוב לשניים מעובדיו קוראים דני כהן, מה הכי יעיל ליוסי?
 
1.   לפטר את אחד הדנים וכך לחסוך עבודה רבה והתבלבלויות שיוצרות חוסר נעימות
 
2.   לעבור לשיטת המודל ההיררכי וליצור לכל דני תקייה נפרדת, כך לא יתבלבל ביניהם
 
3.   יוסי יכול להוסיף עמודה של מספר סידורי ולקבוע אותה כעמודת מפתח ראשי, כך יבדיל בין דני אחד לאחר
 
4.   להפוך את העמודה של השם לעמודת מפתח זר, וכך יוכל לקרוא פרטים נוספים ולהבדיל ביניהם
 
 .",3
"המודל ההיררכי אל מול מודל הרשתי- איזה טענה נכונה?
 
1.   המודל הרשתי לא רלוונטי בימנו, וכיום אין בו שימוש כלל
 
2.   שני המודלים קלים מאוד לבנייה ולתחזוק, והם הנפוצים ביותר מבין כלל המודלים הקיימים
 
3.   המבנה הרשתי בעל מבנה לא גמיש, לעומתו המודל ההיררכי בעל מבנה גמיש
 
4.   המודל ההיררכי בנוי בצורה של אב אחד למספר בנים, לעומתו המודל הרשתי מאפשר שבן יהיה מקושר למספר אבות
 
 .",4
"מנכ״ל חברת מקדונלדס אחראי על סניפי החברה, החברה משתמשת במערכות מידע, כדי לאסוף את כל הנתונים הנוגעים להתפתחות החברה מה הייתם מציעים למנכ״לֹ לעשות כדי לאסוף את הנתונים ההכרחיים.
 
1.   לקבל דיווח אישי על פי דעתו של כל מנהל סניף
 
2.   להגיע אישית לכל סניף לאסוף את הנתונים
 
3.   להשתמש במחסן הנתונים שמופק ממערכת ניהול בסיסי הנתונים, ולעבוד לפיכך
 
4.   להשתמש בשליחים שיביאו את בסיסי הנתונים למטה המרכזי של החברה
 
 .",3
"מה המבאים יהיה שדה המפתח הטוב ביותר ברשימת לקוחות?
 
1.   תאריך לידה
 
2.   תאריך הקנייה הראשון של הלקוח מהסוף להתחלה
 
3.   שם פרטי + שם משפחה
 
4.   מספר ת""ז
 
 .",4
"בנק מרכזי בעל סניפים רבים ושוק לקוחות רחב יתחזק בד""כ:
 
1.   אתר חם
 
2.   אתר פושר
 
3.   אתר קר
 
4.   אתר לוהט
 
 .",1
"מהו שדה מפתח ראשי?
 
1.   מזהה חד חד ערכי של רשומה ביחס לרשומות אחרות
 
2. כל התשובות לא נכונות
 
3.   למעשה זהו שם אחר לשדה מפתח זר
 
4.   אוסף של תווים או מספרים
 
 .",1
"OUTSOURCING הוא
 
1.   הוצאה של הפעילות למדינה אחרת, אך אתה אחראי על הפעילות במדינה זו
 
2.   אף תשובה אינה נכונה
 
3.   שרת המאפשר גישה מאובטחת לענן
 
4.   מיקור חוץ - לשלם לגוף חיצוני לבצע את ניהול מערכות המידע של החברה
 
 .",4
"מה מהבאים הוא סוג הארגון YouTube?
 
1. ארגון שמתעסק בשירות, הוא ללא מטרות רווח ומקומי
 
2. ארגון שמתעסק בייצור, הוא עם מטרות רווח וגלובאלי
 
3. ארגון שמתעסק בייצור ושירות, הוא ללא מטרות רווח וגלובאלי
 
4. ארגון שמתעסק בשירות, הוא עם מטרות רווח וגלובאלי
 
 .",4
"פוטנציאל קיבולת ההעברה מאפיין את רוחב הסרט, ככל שרוחב הפס גדול יותר:
 
1. המקלט עלול לפענח את המידע באופן פחות נאמן.
 
2. המידע העובר בו זמין יותר.
 
3. ניתן להעביר כמות גדולה של נתונים בקצב גבוהה.
 
4. המחיר זול יותר.
 
 .",3
"מהו סוג הארגון אשר בונה מטוסי כיבוי?
 
1.   שירות
 
2. עיצוב
 
3. ייצור
 
4.   נגרות
 
 .",3
"מה מהבאים הינו סיכון אפשרי במערכת מידע
 
1.   נזק מגורם אנושי פנימי
 
2.   כל התשובות נכונות
 
3.   תקלות טכניות
 
4.   נזק מגורם אנושי חיצוני
 
 .",2
"מה התכונה החשובה ביותר של שדה מפתח?
 
1. מוצפן
 
2.   זהה בכל הרשומות
 
3.   חד חד ערכי
 
4.   ממספר את הרשומות בסדר עולה
 
 .",3
"מה מהבאים הוא אמצעי לאבטחת מערכת מידע?
 
1.     כל התשובות נכונות
   
2.     אבטחת תוכנה
   
3.     בקרת גישה
   
4.     אבטחת נתונים
   
 .",1
"אתה מנכ""ל חברה מצליחה למחשבים, אילו מהבאים לא הייתה מחשיב בתור תועלת מוחשית לחברה?
 
1.   הביאו מכונה חדשה שעושה עבודה שדרשה שלושה עובדים בעבר
 
2.   נמכר פי 2 מהמלאי מתחילת השנה ביחס לשנה שעברה
 
3.   מספר המכירות גדלו ביחס לרבעון הקודם
 
4.   העובדים מרוצים ושמחים יותר לבוא לעבוד
 
 .",4
"אילו מהבאים מאפיין טוב ארגון ללא כוונת רווח?
 
1. יש לו הרבה הכנסות
 
2. הוא מודרני
 
3. בדר כלל אין בו השקעה במערכות מידע מתקדמות
 
4. הוא ביזורי
 
 .",3
"איך יכול להיגרם נזק לחברה מגורם אנושי פנימי?
 
1.   שפיכת קפה על השרת של החברה
 
2.   כניסה למייל זדוני
 
3.   כל התשובות נכונות
 
4.   דיווח על טכנולוגיות לחברה מתחרה
 
 .",3
"מה מהבאים אינו מזהה חד חד ערכי?
 
1.   מספר הזמנה
 
2.   מספר ת.ז
 
3.   שם פרטי
 
4.   מספר אישי
 
 .",2
"מהי מערכת המלצה?
 
1.   מסייעת למשתמשים על ידי מתן הצעות למוצרים או תוכן שעשויים להיות מעניינים עבורם
 
2.   מערכת הממליצה למחשב באיזה סוג פרוטוקול להשתמש
 
3.   מערכת המנפיקה הצעות ייעול לתפקוד המחשב
 
4.   מערכת המסייעת לארגון יעיל של זכרון המחשב
 
 .",1
"AGLIE הוא
 
1.   מודל פיתוח תוכנה מיושן, אינו בר שימוש כיום.
 
2.   מערכת בסיס נתונים
 
3.   מודל פיתוח תוכנה שמתנהל לפי רשימת דרישות נושמת שמשתנה כל הזמן
 
4.   אף תשובה אינה נכונה
 
 .",3
"מי מההגדרות הבאות הכי מתאים להגדה של המטאוורס 
 
1. עולם המורכב מאווטרים
 
2. האבולוציה הבאה של האינטרנט שבה נוכל לעשות כמעט כל דבר שאפשר לדמיין
 
3. השם החדש של פייסבוק 
 
4. סביבה וירטואלית הבנויה ממרחבים תלת מימדיים משותפים שמתגבשים לכדי יקום וירטואלי כולל
 
 .",2
"מה מבין הבאים הינו מדיניות של מערכות מידע בנוגע לחומרה
 
1.   בחירת מערכות מחשוב
 
2.   כל התשובות נכונות
 
3.   שימוש בספקי שירותים חיצוניים
 
4.   קביעת יכולות מחשוב
 
 .",2
"טכנולוגיית QR מבוססת על:
 
1. קוד המאורגן כרבוע הכולל תווים שוניםף הקוד נסרק בסריקה מגנטית ומשמש כהפניה לכתובת אינטרנט המשויכת לקו
 
2. קוד המאורגן כרבוע הכולל תווים שונים. הקוד מזוהה בסריקה אופטית ומשמש ליישומים מגוונים כגון זיהוי פריט במערכות יצור.
 
3. קוד זיהוי המבוסס על סריקה מגנטית.
 
4. טכנולגיה זהה לטכנולוגיית הברקוד אך הקוד מכיל יותר קווים.
 
 .",3
"﻿מי מהבאים נכון בהקשר של cache memory של המעבד?
 
1. מהירות הגישה ל- L1 cache memory תהיה מהירה יותר מ- L2
 
2. L1 זה זכרון מסוג register
 
3. הזכרון בלתי נדיף
 
4. למעבד אין cache memory - רק לדפדפן יש
 
 .",2
"DROPBOX, ICLOUD ו- GOOGLE DRIVE הם דוגמאות ל:
 
1.   B2C מסוג Transaction Broker.
 
2.   B2C מסוג Service Provider.
 
3.   C2B מסוג Market Creator.
 
4.   C2B מסוג Service Provider.
 
 .",1
"מהו ההבדל העיקרי בין מודל עיסקי B2B לB2C? סמן את התשובה הנכונה ביותר
 
1.   קהל היעד של הראשון הוא לעסקים ואילו לשני הוא ספקים
 
2.   כל התשובות נכונות
 
3.   מודל ההכנסות של הראשון מבוסס על הכנסות ממכירות ושל השני ממודל דמי-פרימיום
 
4.   הראשון הוא בין עסק לעסק ואילו השני בין עסק לצרכן
 
 .",4
