"מה מודל פיתוח התוכנה הנפוץ ביותר כיום
 
1.   לא ניתן לדעת
 
2. agile
 
3. RAD
 
4.   waterfall
 
 .",2
"מהו ההבדל העיקרי בין מודל עיסקי B2B לB2C? סמן את התשובה הנכונה ביותר
 
1.   מודל ההכנסות של הראשון מבוסס על הכנסות ממכירות ושל השני ממודל דמי-פרימיום
 
2.   קהל היעד של הראשון הוא לעסקים ואילו לשני הוא ספקים
 
3.   הראשון הוא בין עסק לעסק ואילו השני בין עסק לצרכן
 
4.   כל התשובות נכונות
 
 .",3
"מה ההבדל העיקרי בין מודל מפל המים לבין מודל ה AGILE?
 
1.   זמן בניית הפרויקט ארוך הרבה יותר במודל ה AGILE
 
2.   AGILE דורש דרישות ידועות מראש, לעומת מפל המים שיכול לשנות החלטות
 
3.   מודל ה AGILE גמיש בהרבה ממפל המים, שכמעט לא ניתן לשינוי *
 
4.   מחיר מודל מפל המים גדול ממחיר מודל ה AGILE
 
 .",3
"למה צריך מערכת לניהול בסיס נתונים? (DBMS)
 
1.   לשרת מספר עורכים ומשתמשים בקובץ
 
2.   ליצור אחידות לצורה בה המידע שמור
 
3.   כל התשובות נכונות
 
4.   למנוע כפילויות ובלבול במידע הנתון
 
 .",3
"תוכנת Waze היא בין השאר TPS (Transaction Processing System). איזה מידע תפעולי היא אוספת:
 
1.  היסטורית חיפושים של המשתמש
 
2.  מיקום המשתמש בכל X שניות
 
3.  כל התשובות נכונות
 
4.  דיווחי המשתמש בדרך (דיווח על עומסים, תאונות, ועוד)
 
 .",3
"מה מהבאים נכון לגבי DBMS?
 
1.    מערכת תוכנה המנהלת בסיס נתונים
  
2.    מספקת שירותי נתונים למספר רב של יישומים שונים בו זמנית
  
3.    כל התשובות נכונות
  
4.    מאפשרת כתיבה וקריאה מבסיס הנתונים (ע""פ הגדרת המתכנת)
  
 .",3
"איזה מבין הבאים מתעד את בצורה מדויקת את פעילותנו באינטרנט (תיעוד של כל פעולות העכבר)?
 
1.   (Transaction log (click stream
 
2.   Object Orianted
 
3.   Cycle Jam (specific)
 
4.   Bentch Consistent Hospale (dialog ditrict)
 
 .",1
"אחת מגישות אבטחת המידע היא בקרת הגישה. מה מבין הבאים אינו אמצעי לוידוא מהימנות הגישה לנתונים?
 
1.   טביעת אצבע
 
2.   סורק עין
 
3.   ציוד אל-פסק
 
4. כרטיס
 
 .",3
"אתה מנכ""ל חברה מצליחה למחשבים, אילו מהבאים לא הייתה מחשיב בתור תועלת מוחשית לחברה?
 
1.   נמכר פי 2 מהמלאי מתחילת השנה ביחס לשנה שעברה
 
2.   הביאו מכונה חדשה שעושה עבודה שדרשה שלושה עובדים בעבר
 
3.   העובדים מרוצים ושמחים יותר לבוא לעבוד
 
4.   מספר המכירות גדלו ביחס לרבעון הקודם
 
 .",3
"בפיתוח מערכת מידע בארגון - באיזה שלב נבצע הדרכה למשתמשים?
 
1.   שלב העיצוב
 
2.   שלב התכנון
 
3.   שלב היישום והטמעה
 
4.   שלב התחזוקה
 
 .",3
"מה מהבאות אינה תכונה של מחשב שמן?
 
1. יכולות גרפיות גבוהות
  
2. כוח עיבוד רב
  
3. זיכרון עבודה גדול 
4. התקנת תוכנות רזות בלבד
  
 .",4
"מה ההבדל העיקרי בין מודל מפל המים לבין מודל ה AGILE?
 
1.   מודל ה AGILE גמיש בהרבה ממפל המים, שכמעט לא ניתן לשינוי *
 
2.   מחיר מודל מפל המים גדול ממחיר מודל ה AGILE
 
3.   זמן בניית הפרויקט ארוך הרבה יותר במודל ה AGILE
 
4.   AGILE דורש דרישות ידועות מראש, לעומת מפל המים שיכול לשנות החלטות
 
 .",1
"מה מהבאים אינו מזהה חד חד ערכי?
 
1.   שם פרטי
 
2.   מספר אישי
 
3.   מספר הזמנה
 
4.   מספר ת.ז
 
 .",1
"מה המבאים יהיה שדה המפתח הטוב ביותר ברשימת לקוחות?
 
1.   תאריך הקנייה הראשון של הלקוח מהסוף להתחלה
 
2.   תאריך לידה
 
3.   שם פרטי + שם משפחה
 
4.   מספר ת""ז
 
 .",4
"מהו המודל של פיתוח התוכנה הנפוץ והפופולרי ביותר כיום?
 
1. RAD
 
2. מודל הספירלה
 
3. Firewall
 
4. Agile
 
 .",4
"מה מודל פיתוח התוכנה הנפוץ ביותר כיום
 
1.   waterfall
 
2. agile
 
3.   לא ניתן לדעת
 
4. RAD
 
 .",2
"AGLIE הוא
 
1.   מערכת בסיס נתונים
 
2.   מודל פיתוח תוכנה מיושן, אינו בר שימוש כיום.
 
3.   מודל פיתוח תוכנה שמתנהל לפי רשימת דרישות נושמת שמשתנה כל הזמן
 
4.   אף תשובה אינה נכונה
 
 .",3
"מהו ההיגד הנכון ביותר:
 
1. בפיתוח תוכנה אעדיף לפתח תוכנה שמנה על מנת שקהל יעד רחב יותר יוכל להשתמש בה
  
2. תוכנה רזה תעבוד בקלות על מחשב שמן
  
3. מחשב רזה יעבד בקלות תוכנה שמנה
  
4. WORD הינה תוכנה אשר מהווה דוגמא ללקוח רזה לעומת תוכנת דפדפן שהינה דוגמא ללקוח שמן
  
 .",2
"מהו ההיגד הנכון ביותר:
 
1. בפיתוח תוכנה אעדיף לפתח תוכנה שמנה על מנת שקהל יעד רחב יותר יוכל להשתמש בה
  
2. תוכנה רזה תעבוד בקלות על מחשב שמן
  
3. מחשב רזה יעבד בקלות תוכנה שמנה
  
4. WORD הינה תוכנה אשר מהווה דוגמא ללקוח רזה לעומת תוכנת דפדפן שהינה דוגמא ללקוח שמן
  
 .",2
"אתה מנכ""ל חברה מצליחה למחשבים, אילו מהבאים לא הייתה מחשיב בתור תועלת מוחשית לחברה?
 
1.   מספר המכירות גדלו ביחס לרבעון הקודם
 
2.   הביאו מכונה חדשה שעושה עבודה שדרשה שלושה עובדים בעבר
 
3.   העובדים מרוצים ושמחים יותר לבוא לעבוד
 
4.   נמכר פי 2 מהמלאי מתחילת השנה ביחס לשנה שעברה
 
 .",3
"מהו ההיגד הנכון ביותר:
 
1. בפיתוח תוכנה אעדיף לפתח תוכנה שמנה על מנת שקהל יעד רחב יותר יוכל להשתמש בה
  
2. מחשב רזה יעבד בקלות תוכנה שמנה
  
3. תוכנה רזה תעבוד בקלות על מחשב שמן
  
4. WORD הינה תוכנה אשר מהווה דוגמא ללקוח רזה לעומת תוכנת דפדפן שהינה דוגמא ללקוח שמן
  
 .",3
"מהי ההגדרה של TCO?
 
1.   כלל ההחזר על ההשקעה במערכת
 
2.   כלל ההכנסות בעקבות הטמעת הארגון
 
3.   כלל התועלת מהטמעת המערכת בחברה
 
4.   כלל העלויות הכרוכות בהטמעת המערכת בארגון
 
 .",4
"OUTSOURCING הוא
 
1.   שרת המאפשר גישה מאובטחת לענן
 
2.   אף תשובה אינה נכונה
 
3.   הוצאה של הפעילות למדינה אחרת, אך אתה אחראי על הפעילות במדינה זו
 
4.   מיקור חוץ - לשלם לגוף חיצוני לבצע את ניהול מערכות המידע של החברה
 
 .",4
"שגיא וערן התווכחו האם 20 בסיסי הנתונים בחברה של ערן הם מחסן או מחסנון (ערן טען שהם מחסנון). מי מהם צודק?
 
1.   שגיא צודק כי בסיס הנתונים של ערן מבולגן ולכן הוא מחסן
 
2.   אף אחד מהם לא לגמרי צודק, כיוון שהגדרה של מחסן או מחסנון- היא פרופורציונלית
 
3.   תמיד 20 בסיסי נתונים הם מחסן ולכן ערן צודק
 
4.   שגיא טועה כי הוא מסתכל רק על כמות המחסנים
 
 .",2
"דנה רוצה להבטיח מקסימום הגנה למערכות המידע בחברה אותה היא מנהלת. היא החליטה לנקוט בכמה צעדים אשר יתרמו לכך. אילו מבין הצעדים הבאים פחות רלוונטי בשביל להגן על מערכות המידע?
 
1.   אבטחה אישית- ליווי צמוד של הבכירים לביתם בסוף יום העבודה, הכשרת העובדים להסתובב עם נשק
 
2.   אבטחת נתונים- הצפנה ופענוח, מפתח סימטרי, מפתח ציבורי/פרטי, ניטור מסדי הנתונים
 
3.   אבטחה פיזית- גיבוי, מיגון מפני אש, גדרות, אזעקות, מנעולים
 
4.   אבטחת תוכנה- אנטי וירוס, ניהול SPAM
 
 .",1
"מה מהבאים הוא סוג הארגון YouTube?
 
1. ארגון שמתעסק בייצור ושירות, הוא ללא מטרות רווח וגלובאלי
 
2. ארגון שמתעסק בשירות, הוא עם מטרות רווח וגלובאלי
 
3. ארגון שמתעסק בשירות, הוא ללא מטרות רווח ומקומי
 
4. ארגון שמתעסק בייצור, הוא עם מטרות רווח וגלובאלי
 
 .",2
"מה מהבאים הוא סוג הארגון YouTube?
 
1. ארגון שמתעסק בייצור ושירות, הוא ללא מטרות רווח וגלובאלי
 
2. ארגון שמתעסק בשירות, הוא עם מטרות רווח וגלובאלי
 
3. ארגון שמתעסק בשירות, הוא ללא מטרות רווח ומקומי
 
4. ארגון שמתעסק בייצור, הוא עם מטרות רווח וגלובאלי
 
 .",2
"אחת מגישות אבטחת המידע היא בקרת הגישה. מה מבין הבאים אינו אמצעי לוידוא מהימנות הגישה לנתונים?
 
1.   סורק עין
 
2.   ציוד אל-פסק
 
3. כרטיס
 
4.   טביעת אצבע
 
 .",2
"מערכת מידע ארגונית מסוג ERP תוגדר בצורה הטובה ביותר כ: 
1.  מערכת מידע תומכת החלטות 
2.  מערכת מידע תפעולית 
3.  מערכת לניהול המשאבים הארגוניים המשלב את מירב צורכי המידע של הארגון תחת ""קורת גג"" אחת 
4.  מערכת מידע ניהולית 
 .",3
"איזה מהבאים הוא תכונה של מחשב ""שמן""
 
1.   ניתן להתקין עליו רק תוכנות מסוג מסוים
 
2.   חומרתו חייבת להיות מסוג מאוד מסוים
 
3.   תמיד מגיע בצבע מסוים
 
4.   זכרון וכוח עיבוד גדול *
 
 .",4
"פרויקטים של פיתוח תוכנה נכשלים בשכיחות גבוהה, מדוע?
 
1.   חוסר יציבות של דרישות המשתמשים
 
2.   תוכנה אינה מוצר מוחשי
 
3.   מהירות השינויים הטכנולוגיים
 
4.   כל התשובות נכונות
 
 .",4
"מה מהבאים אינו מזהה חד חד ערכי?
 
1.   מספר הזמנה
 
2.   מספר אישי
 
3.   מספר ת.ז
 
4.   שם פרטי
 
 .",4
"ההבדל העיקרי בין ROM ל- RAM הוא:
 
1. ROM הוא זכרון בלתי נדיף
 
2. ROM זו טכנולוגיה ישנה שלא נמצאת בשימוש
 
3. ROM נמצא בממירי טלויזיה
 
4. ל- ROM יש נפח גדול יותר
 
 .",1
"מה מהבאות אינה תכונה של מחשב שמן?
 
1. כוח עיבוד רב
  
2. התקנת תוכנות רזות בלבד
  
3. זיכרון עבודה גדול 
4. יכולות גרפיות גבוהות
  
 .",2
"מה מודל פיתוח התוכנה הנפוץ ביותר כיום
 
1. RAD
 
2.   לא ניתן לדעת
 
3. agile
 
4.   waterfall
 
 .",3
"למה עוזרת מערכת המלצה?
 
1.   מנפיקה אפשרויות ייעול לתפקוד האישי
 
2.   מסייעת במתן הצעות למוצרים או תוכן שעשויים להיות מעניינים עבור המשתמש
 
3.   ממליצה למחשב מתי הוא צריך לנוח ואיזה תוכנות מכבידות מאוד עליו
 
4.   מסייעת לארגון יעיל של אתר האינטרנט שלך לנטר ביקוש של מוצרים
 
 .",2
